,PRECINCT_NUMBER,PARTY,VOTES,CANDIDATE
4679,89,NON,291,Ivan Frishberg
4680,90,NON,2,Ivan Frishberg
4681,89,NON,253,Mary Wright
4682,90,NON,0,Mary Wright
4683,89,NON,33,Vernon Mallu
4684,90,NON,0,Vernon Mallu
4685,89,NON,10,WRITE-IN
4686,90,NON,0,WRITE-IN
4687,89,NON,95,Norman Metzger
4688,90,NON,259,Norman Metzger
4689,89,NON,40,Jason E. Townsend
4690,90,NON,139,Jason E. Townsend
4691,89,NON,7,WRITE-IN
4692,90,NON,6,WRITE-IN
4693,88,NON,48,Kirsten Oldenburg
4694,90,NON,212,Kirsten Oldenburg
4695,91,NON,146,Kirsten Oldenburg
4696,131,NON,3,Kirsten Oldenburg
4697,88,NON,51,Larry Janezich
4698,90,NON,98,Larry Janezich
4699,91,NON,53,Larry Janezich
4700,131,NON,1,Larry Janezich
4701,88,NON,6,Tim Casey
4702,90,NON,20,Tim Casey
4703,91,NON,17,Tim Casey
4704,131,NON,4,Tim Casey
4705,88,NON,3,WRITE-IN
4706,90,NON,1,WRITE-IN
4707,91,NON,2,WRITE-IN
4708,131,NON,1,WRITE-IN
4709,88,NON,294,Brian Pate
4710,89,NON,81,Brian Pate
4711,88,NON,196,Kenan Jarboe
4712,89,NON,64,Kenan Jarboe
4713,88,NON,12,WRITE-IN
4714,89,NON,4,WRITE-IN
4715,87,NON,12,Jared Critchfield
4716,88,NON,28,Jared Critchfield
4717,91,NON,362,Jared Critchfield
4718,87,NON,2,WRITE-IN
4719,88,NON,5,WRITE-IN
4720,91,NON,29,WRITE-IN
4721,91,NON,240,Carol J Green
4722,91,NON,107,Jon Marker
4723,91,NON,10,WRITE-IN
4724,87,NON,35,Michael McCamman
4725,88,NON,34,Michael McCamman
4726,91,NON,1,Michael McCamman
4727,87,NON,111,Laura McSorley
4728,88,NON,173,Laura McSorley
4729,91,NON,14,Laura McSorley
4730,87,NON,133,Neil Glick
4731,88,NON,159,Neil Glick
4732,91,NON,13,Neil Glick
4733,87,NON,4,WRITE-IN
4734,88,NON,3,WRITE-IN
4735,91,NON,0,WRITE-IN
4736,87,NON,170,Brian Flahaven
4737,91,NON,257,Brian Flahaven
4738,87,NON,120,Michael O. Patterson
4739,91,NON,134,Michael O. Patterson
4740,87,NON,5,WRITE-IN
4741,91,NON,6,WRITE-IN
4742,87,NON,123,Richard Counts
4743,87,NON,114,Larry Frankel
4744,87,NON,256,Francis M. Campbell
4745,87,NON,5,WRITE-IN
4746,87,,0,NO CANDIDATE FILED
4747,87,NON,0,WRITE-IN
4748,1,NON,137,Marge Maceda
4749,130,NON,2,Marge Maceda
4750,143,NON,86,Marge Maceda
4751,1,NON,174,Keith Silver
4752,130,NON,4,Keith Silver
4753,143,NON,58,Keith Silver
4754,1,NON,6,WRITE-IN
4755,130,NON,0,WRITE-IN
4756,143,NON,3,WRITE-IN
4757,1,NON,76,Rob Amos
4758,1,NON,150,Mark A. Dixon
4759,1,NON,4,WRITE-IN
4760,1,,0,NO CANDIDATE FILED
4761,1,NON,10,WRITE-IN
4762,83,NON,440,Anne M. Phelps
4763,83,NON,26,WRITE-IN
4764,83,NON,177,Brian Cox
4765,84,NON,76,Brian Cox
4766,83,NON,223,Tony Richardson
4767,84,NON,39,Tony Richardson
4768,83,NON,80,Jennifer Zatkowski
4769,84,NON,75,Jennifer Zatkowski
4770,83,NON,10,WRITE-IN
4771,84,NON,3,WRITE-IN
4772,84,NON,405,Tom Hamilton
4773,85,NON,125,Tom Hamilton
4774,84,NON,24,WRITE-IN
4775,85,NON,5,WRITE-IN
4776,85,NON,198,Bill Crews
4777,89,NON,159,Bill Crews
4778,130,NON,25,Bill Crews
4779,85,NON,9,WRITE-IN
4780,89,NON,11,WRITE-IN
4781,130,NON,0,WRITE-IN
4782,83,NON,0,Karen Wirt
4783,84,NON,211,Karen Wirt
4784,89,NON,19,Karen Wirt
4785,130,NON,50,Karen Wirt
4786,143,NON,11,Karen Wirt
4787,83,NON,0,WRITE-IN
4788,84,NON,19,WRITE-IN
4789,89,NON,5,WRITE-IN
4790,130,NON,2,WRITE-IN
4791,143,NON,0,WRITE-IN
4792,1,NON,0,Kevin Wilsey
4793,130,NON,3,Kevin Wilsey
4794,143,NON,309,Kevin Wilsey
4795,1,NON,0,LeRoy-Jacob Smith
4796,130,NON,0,LeRoy-Jacob Smith
4797,143,NON,99,LeRoy-Jacob Smith
4798,1,NON,0,WRITE-IN
4799,130,NON,0,WRITE-IN
4800,143,NON,11,WRITE-IN
4801,128,NON,0,Bob Craycraft
4802,129,NON,2,Bob Craycraft
4803,142,NON,449,Bob Craycraft
4804,128,NON,0,WRITE-IN
4805,129,NON,0,WRITE-IN
4806,142,NON,27,WRITE-IN
4807,128,NON,149,Cara Lea Shockley
4808,129,NON,0,Cara Lea Shockley
4809,128,NON,86,CANDIDATE WITHDRAWN
4810,129,NON,1,CANDIDATE WITHDRAWN
4811,128,NON,130,WRITE-IN
4812,129,NON,0,WRITE-IN
4813,127,NON,26,Mary C. Williams
4814,128,NON,133,Mary C. Williams
4815,127,NON,28,Ron McBee
4816,128,NON,164,Ron McBee
4817,127,NON,0,WRITE-IN
4818,128,NON,12,WRITE-IN
4819,127,NON,486,Andy Litsky
4820,127,NON,20,WRITE-IN
4821,127,NON,313,Roger Moffatt
4822,127,NON,165,Grace E. Daughtridge
4823,127,NON,3,WRITE-IN
4824,127,NON,261,Rhonda Hamilton
4825,127,NON,49,Mark Driscoll
4826,127,NON,52,Carl L. Barnes Sr.
4827,127,NON,7,WRITE-IN
4828,90,NON,0,Robert (Bob) Siegel
4829,131,NON,210,Robert (Bob) Siegel
4830,90,NON,0,David Garber
4831,131,NON,381,David Garber
4832,90,NON,0,WRITE-IN
4833,131,NON,3,WRITE-IN
4834,103,,0,NO CANDIDATE FILED
4835,103,NON,57,WRITE-IN
4836,103,,0,NO CANDIDATE FILED
4837,103,NON,104,WRITE-IN
4838,132,NON,308,Shahidah Nicole Hamlett
4839,132,NON,44,WRITE-IN
4840,107,NON,192,Latese Q. M. Gilbert
4841,132,NON,35,Latese Q. M. Gilbert
4842,107,NON,34,WRITE-IN
4843,132,NON,5,WRITE-IN
4844,103,NON,130,Martha Kent
4845,107,NON,123,Martha Kent
4846,103,NON,21,WRITE-IN
4847,107,NON,39,WRITE-IN
4848,102,,0,NO CANDIDATE FILED
4849,102,NON,93,WRITE-IN
4850,111,NON,43,Adwoa Beidleman Aggrey
4851,132,NON,69,Adwoa Beidleman Aggrey
4852,111,NON,203,Villareal (VJ) Johnson
4853,132,NON,58,Villareal (VJ) Johnson
4854,111,NON,111,Robert K. Idlett
4855,132,NON,42,Robert K. Idlett
4856,111,NON,5,WRITE-IN
4857,132,NON,0,WRITE-IN
4858,112,NON,302,Holly Muhammad
4859,112,NON,20,WRITE-IN
4860,111,NON,173,Zina D. Williams
4861,113,NON,237,Zina D. Williams
4862,111,NON,18,WRITE-IN
4863,113,NON,9,WRITE-IN
4864,111,NON,114,L. Yvonne Moore
4865,112,NON,301,L. Yvonne Moore
4866,111,NON,13,WRITE-IN
4867,112,NON,14,WRITE-IN
4868,108,NON,413,Phillip J. Hammond
4869,109,NON,136,Phillip J. Hammond
4870,110,NON,92,Phillip J. Hammond
4871,113,NON,140,Phillip J. Hammond
4872,108,NON,17,WRITE-IN
4873,109,NON,6,WRITE-IN
4874,110,NON,3,WRITE-IN
4875,113,NON,5,WRITE-IN
4876,110,NON,57,Robin Hammond Marlin
4877,113,NON,459,Robin Hammond Marlin
4878,110,NON,4,WRITE-IN
4879,113,NON,14,WRITE-IN
4880,110,NON,400,Robert A. Jordan
4881,110,NON,250,Richard Evans
4882,110,NON,15,WRITE-IN
4883,108,NON,31,Robert T Richards
4884,109,NON,205,Robert T Richards
4885,110,NON,195,Robert T Richards
4886,108,NON,76,D. L. Humphrey
4887,109,NON,138,D. L. Humphrey
4888,110,NON,120,D. L. Humphrey
4889,108,NON,0,WRITE-IN
4890,109,NON,2,WRITE-IN
4891,110,NON,8,WRITE-IN
4892,94,NON,66,Patricia Malloy
4893,97,NON,90,Patricia Malloy
4894,98,NON,70,Patricia Malloy
4895,94,NON,4,WRITE-IN
4896,97,NON,8,WRITE-IN
4897,98,NON,6,WRITE-IN
4898,95,NON,3,Khaliq
4899,96,NON,314,Khaliq
4900,95,NON,0,WRITE-IN
4901,96,NON,12,WRITE-IN
4902,97,NON,195,Catherine A. Woods
4903,98,NON,165,Catherine A. Woods
4904,97,NON,60,Ronnie Streff
4905,98,NON,37,Ronnie Streff
4906,97,NON,5,WRITE-IN
4907,98,NON,2,WRITE-IN
4908,93,NON,13,Sylvia C. Brown
4909,94,NON,406,Sylvia C. Brown
4910,98,NON,8,Sylvia C. Brown
4911,93,NON,0,WRITE-IN
4912,94,NON,13,WRITE-IN
4913,98,NON,0,WRITE-IN
4914,95,NON,38,Mary L. Gaffney
4915,96,NON,228,Mary L. Gaffney
4916,95,NON,0,WRITE-IN
4917,96,NON,8,WRITE-IN
4918,95,,0,NO CANDIDATE FILED
4919,95,NON,51,WRITE-IN
4920,93,,0,NO CANDIDATE FILED
4921,93,NON,54,WRITE-IN
4922,80,NON,229,Veronica E. Raglin
4923,80,NON,317,Lisa White
4924,80,NON,1,WRITE-IN
4925,92,NON,161,Sharita C. Slayton
4926,100,NON,59,Sharita C. Slayton
4927,92,NON,31,Derric Daniels
4928,100,NON,31,Derric Daniels
4929,92,NON,4,WRITE-IN
4930,100,NON,1,WRITE-IN
4931,92,NON,263,Will H Ross
4932,93,NON,38,Will H Ross
4933,94,NON,1,Will H Ross
4934,92,NON,19,WRITE-IN
4935,93,NON,4,WRITE-IN
4936,94,NON,0,WRITE-IN
4937,101,NON,604,JoAnne Prue
4938,101,NON,8,WRITE-IN
4939,98,NON,134,Rick Tingling-Clemmons
4940,102,NON,64,Rick Tingling-Clemmons
4941,98,NON,163,Liz Pecot
4942,102,NON,77,Liz Pecot
4943,98,NON,5,WRITE-IN
4944,102,NON,1,WRITE-IN
4945,99,NON,397,Willette Seaward
4946,102,NON,44,Willette Seaward
4947,99,NON,13,WRITE-IN
4948,102,NON,6,WRITE-IN
4949,100,NON,290,"Willie Henry Woods, Jr."
4950,100,NON,26,WRITE-IN
4951,106,NON,580,George B. Browne Jr
4952,106,NON,18,WRITE-IN
4953,106,NON,123,Linda S. Green
4954,110,NON,337,Linda S. Green
4955,106,NON,0,WRITE-IN
4956,110,NON,24,WRITE-IN
4957,104,NON,37,Rosa A. Hamlett
4958,105,NON,49,Rosa A. Hamlett
4959,106,NON,176,Rosa A. Hamlett
4960,104,NON,2,WRITE-IN
4961,105,NON,6,WRITE-IN
4962,106,NON,6,WRITE-IN
4963,103,NON,55,Mary D. Jackson
4964,104,NON,234,Mary D. Jackson
4965,103,NON,4,WRITE-IN
4966,104,NON,6,WRITE-IN
4967,104,,0,NO CANDIDATE FILED
4968,104,NON,32,WRITE-IN
4969,104,NON,19,Marquette Austin
4970,105,NON,56,Marquette Austin
4971,104,NON,70,Evelyn Hunter Armstrong
4972,105,NON,220,Evelyn Hunter Armstrong
4973,104,NON,0,WRITE-IN
4974,105,NON,12,WRITE-IN
4975,105,NON,285,Maxine Nightingale Starling
4976,105,NON,65,WRITE-IN
4977,133,NON,453,Anthony Muhammad
4978,140,NON,46,Anthony Muhammad
4979,133,NON,21,WRITE-IN
4980,140,NON,2,WRITE-IN
4981,133,NON,7,Barbara J. Clark
4982,140,NON,364,Barbara J. Clark
4983,133,NON,0,WRITE-IN
4984,140,NON,20,WRITE-IN
4985,114,NON,199,Greta J. Fuller
4986,119,NON,10,Greta J. Fuller
4987,140,NON,89,Greta J. Fuller
4988,114,NON,26,WRITE-IN
4989,119,NON,1,WRITE-IN
4990,140,NON,7,WRITE-IN
4991,114,NON,227,Charles E. Wilson
4992,114,NON,19,WRITE-IN
4993,114,NON,104,Carolyn Bridges-Ward
4994,118,NON,21,Carolyn Bridges-Ward
4995,119,NON,57,Carolyn Bridges-Ward
4996,114,NON,33,David DJ White
4997,118,NON,15,David DJ White
4998,119,NON,52,David DJ White
4999,114,NON,7,WRITE-IN
5000,118,NON,1,WRITE-IN
5001,119,NON,4,WRITE-IN
5002,118,NON,178,Gregg J Justice III
5003,119,NON,70,Gregg J Justice III
5004,118,NON,7,WRITE-IN
5005,119,NON,8,WRITE-IN
5006,118,NON,170,Lendia Sue Johnson
5007,119,NON,0,Lendia Sue Johnson
5008,118,NON,10,WRITE-IN
5009,119,NON,0,WRITE-IN
5010,114,NON,16,Khadijah Watson
5011,134,NON,351,Khadijah Watson
5012,114,NON,14,Janasha Thomas
5013,134,NON,129,Janasha Thomas
5014,114,NON,1,WRITE-IN
5015,134,NON,5,WRITE-IN
5016,115,NON,255,David S. Brewer
5017,134,NON,23,David S. Brewer
5018,115,NON,12,WRITE-IN
5019,134,NON,1,WRITE-IN
5020,115,NON,94,Darrel D. Gaston
5021,134,NON,32,Darrel D. Gaston
5022,115,NON,27,India L. Blocker
5023,134,NON,41,India L. Blocker
5024,115,NON,1,WRITE-IN
5025,134,NON,2,WRITE-IN
5026,115,NON,154,JB Shoatz
5027,117,NON,90,JB Shoatz
5028,118,NON,134,JB Shoatz
5029,115,NON,9,WRITE-IN
5030,117,NON,10,WRITE-IN
5031,118,NON,5,WRITE-IN
5032,116,NON,242,Tijwanna U. Phillips
5033,116,NON,5,WRITE-IN
5034,116,NON,170,Mitchell Gary Hawkins III
5035,116,NON,66,Charles Rick Turner
5036,116,NON,2,WRITE-IN
5037,116,NON,83,Von Pariss
5038,117,NON,26,Von Pariss
5039,120,NON,5,Von Pariss
5040,116,NON,142,Louise Thorne
5041,117,NON,72,Louise Thorne
5042,120,NON,20,Louise Thorne
5043,116,NON,5,WRITE-IN
5044,117,NON,1,WRITE-IN
5045,120,NON,5,WRITE-IN
5046,114,NON,0,Zaccai Free
5047,119,NON,32,Zaccai Free
5048,123,NON,0,Zaccai Free
5049,114,NON,0,William R. Ellis
5050,119,NON,189,William R. Ellis
5051,123,NON,0,William R. Ellis
5052,114,NON,0,WRITE-IN
5053,119,NON,4,WRITE-IN
5054,123,NON,0,WRITE-IN
5055,119,NON,33,Dion Jordan
5056,123,NON,148,Dion Jordan
5057,119,NON,46,Lashaun N. Smith
5058,123,NON,72,Lashaun N. Smith
5059,119,NON,5,WRITE-IN
5060,123,NON,12,WRITE-IN
5061,119,NON,32,Mary J. Cuthbert
5062,122,NON,38,Mary J. Cuthbert
5063,123,NON,152,Mary J. Cuthbert
5064,119,NON,16,Larry T. Pretlow II
5065,122,NON,16,Larry T. Pretlow II
5066,123,NON,60,Larry T. Pretlow II
5067,119,NON,1,WRITE-IN
5068,122,NON,1,WRITE-IN
5069,123,NON,4,WRITE-IN
5070,122,NON,73,Lloyd T. Logan
5071,123,NON,159,Lloyd T. Logan
5072,124,NON,73,Lloyd T. Logan
5073,122,NON,4,WRITE-IN
5074,123,NON,21,WRITE-IN
5075,124,NON,8,WRITE-IN
5076,123,,0,NO CANDIDATE FILED
5077,123,NON,2,WRITE-IN
5078,123,,0,NO CANDIDATE FILED
5079,123,NON,2,WRITE-IN
5080,124,NON,137,Cardell Shelton
5081,124,NON,224,Brenda E Shields
5082,124,NON,21,WRITE-IN
5083,125,NON,256,Patricia A Carmon
5084,125,NON,13,WRITE-IN
5085,125,NON,357,Olivia L. Henderson
5086,125,NON,5,WRITE-IN
5087,124,NON,12,Absalom (Ab) Jordan
5088,125,NON,155,Absalom (Ab) Jordan
5089,124,NON,4,WRITE-IN
5090,125,NON,10,WRITE-IN
5091,126,NON,264,Thea Dyson
5092,126,NON,18,WRITE-IN
5093,126,,0,NO CANDIDATE FILED
5094,126,NON,26,WRITE-IN
5095,123,,0,NO CANDIDATE FILED
5096,126,,0,NO CANDIDATE FILED
5097,123,NON,0,WRITE-IN
5098,126,NON,55,WRITE-IN
5099,123,NON,0,Theresa H. Jones
5100,124,NON,103,Theresa H. Jones
5101,126,NON,32,Theresa H. Jones
5102,123,NON,0,Dionne Brown
5103,124,NON,129,Dionne Brown
5104,126,NON,21,Dionne Brown
5105,123,NON,0,Richard T. (Dick) Clark
5106,124,NON,50,Richard T. (Dick) Clark
5107,126,NON,7,Richard T. (Dick) Clark
5108,123,NON,1,WRITE-IN
5109,124,NON,1,WRITE-IN
5110,126,NON,0,WRITE-IN
5111,117,,0,NO CANDIDATE FILED
5112,117,NON,3,WRITE-IN
5113,117,NON,47,S.S. - Sandra Seegars
5114,120,NON,179,S.S. - Sandra Seegars
5115,117,NON,0,WRITE-IN
5116,120,NON,7,WRITE-IN
5117,120,NON,56,Christopher L. Hawthorne
5118,121,NON,97,Christopher L. Hawthorne
5119,120,NON,3,WRITE-IN
5120,121,NON,1,WRITE-IN
5121,120,NON,59,Melvin H. Sims
5122,121,NON,329,Melvin H. Sims
5123,120,NON,5,WRITE-IN
5124,121,NON,23,WRITE-IN
5125,120,NON,12,Phomika (PHO) Palmer
5126,122,NON,85,Phomika (PHO) Palmer
5127,120,NON,35,Charles Edward Fuller
5128,122,NON,65,Charles Edward Fuller
5129,120,NON,13,Rita Margaret Steele
5130,122,NON,27,Rita Margaret Steele
5131,120,NON,28,Joyce Burnette
5132,122,NON,104,Joyce Burnette
5133,120,NON,5,WRITE-IN
5134,122,NON,1,WRITE-IN
5135,121,NON,92,Karlene (K.) Armstead
5136,122,NON,21,Karlene (K.) Armstead
5137,121,NON,101,Angela S. Hooker
5138,122,NON,32,Angela S. Hooker
5139,121,NON,3,WRITE-IN
5140,122,NON,3,WRITE-IN
5141,121,NON,112,Stephen A. Slaughter
5142,125,NON,119,Stephen A. Slaughter
5143,121,NON,12,WRITE-IN
5144,125,NON,12,WRITE-IN
5145,1,NON,462,FOR Charter Amendment
5146,2,NON,90,FOR Charter Amendment
5147,3,NON,415,FOR Charter Amendment
5148,4,NON,404,FOR Charter Amendment
5149,5,NON,590,FOR Charter Amendment
5150,6,NON,492,FOR Charter Amendment
5151,7,NON,389,FOR Charter Amendment
5152,8,NON,783,FOR Charter Amendment
5153,9,NON,450,FOR Charter Amendment
5154,10,NON,661,FOR Charter Amendment
5155,11,NON,974,FOR Charter Amendment
5156,12,NON,152,FOR Charter Amendment
5157,13,NON,331,FOR Charter Amendment
5158,14,NON,632,FOR Charter Amendment
5159,15,NON,770,FOR Charter Amendment
5160,16,NON,758,FOR Charter Amendment
5161,17,NON,1025,FOR Charter Amendment
5162,18,NON,928,FOR Charter Amendment
5163,19,NON,911,FOR Charter Amendment
5164,20,NON,206,FOR Charter Amendment
5165,21,NON,343,FOR Charter Amendment
5166,22,NON,872,FOR Charter Amendment
5167,23,NON,623,FOR Charter Amendment
5168,24,NON,587,FOR Charter Amendment
5169,25,NON,1064,FOR Charter Amendment
5170,26,NON,716,FOR Charter Amendment
5171,27,NON,621,FOR Charter Amendment
5172,28,NON,769,FOR Charter Amendment
5173,29,NON,385,FOR Charter Amendment
5174,30,NON,473,FOR Charter Amendment
5175,31,NON,771,FOR Charter Amendment
5176,32,NON,775,FOR Charter Amendment
5177,33,NON,775,FOR Charter Amendment
5178,34,NON,1002,FOR Charter Amendment
5179,35,NON,842,FOR Charter Amendment
5180,36,NON,872,FOR Charter Amendment
5181,37,NON,628,FOR Charter Amendment
5182,38,NON,560,FOR Charter Amendment
5183,39,NON,815,FOR Charter Amendment
5184,40,NON,936,FOR Charter Amendment
5185,41,NON,730,FOR Charter Amendment
5186,42,NON,401,FOR Charter Amendment
5187,43,NON,441,FOR Charter Amendment
5188,44,NON,767,FOR Charter Amendment
5189,45,NON,549,FOR Charter Amendment
5190,46,NON,687,FOR Charter Amendment
5191,47,NON,674,FOR Charter Amendment
5192,48,NON,767,FOR Charter Amendment
5193,49,NON,194,FOR Charter Amendment
5194,50,NON,672,FOR Charter Amendment
5195,51,NON,1091,FOR Charter Amendment
5196,52,NON,415,FOR Charter Amendment
5197,53,NON,374,FOR Charter Amendment
5198,54,NON,719,FOR Charter Amendment
5199,55,NON,632,FOR Charter Amendment
5200,56,NON,811,FOR Charter Amendment
5201,57,NON,693,FOR Charter Amendment
5202,58,NON,712,FOR Charter Amendment
5203,59,NON,809,FOR Charter Amendment
5204,60,NON,496,FOR Charter Amendment
5205,61,NON,579,FOR Charter Amendment
5206,62,NON,1243,FOR Charter Amendment
5207,63,NON,997,FOR Charter Amendment
5208,64,NON,789,FOR Charter Amendment
5209,65,NON,915,FOR Charter Amendment
5210,66,NON,1632,FOR Charter Amendment
5211,67,NON,1085,FOR Charter Amendment
5212,68,NON,708,FOR Charter Amendment
5213,69,NON,829,FOR Charter Amendment
5214,70,NON,503,FOR Charter Amendment
5215,71,NON,768,FOR Charter Amendment
5216,72,NON,1054,FOR Charter Amendment
5217,73,NON,621,FOR Charter Amendment
5218,74,NON,962,FOR Charter Amendment
5219,75,NON,665,FOR Charter Amendment
5220,76,NON,164,FOR Charter Amendment
5221,77,NON,562,FOR Charter Amendment
5222,78,NON,571,FOR Charter Amendment
5223,79,NON,308,FOR Charter Amendment
5224,80,NON,407,FOR Charter Amendment
5225,81,NON,1167,FOR Charter Amendment
5226,82,NON,777,FOR Charter Amendment
5227,83,NON,937,FOR Charter Amendment
5228,84,NON,633,FOR Charter Amendment
5229,85,NON,806,FOR Charter Amendment
5230,86,NON,628,FOR Charter Amendment
5231,87,NON,844,FOR Charter Amendment
5232,88,NON,710,FOR Charter Amendment
5233,89,NON,844,FOR Charter Amendment
5234,90,NON,529,FOR Charter Amendment
5235,91,NON,1105,FOR Charter Amendment
5236,92,NON,414,FOR Charter Amendment
5237,93,NON,354,FOR Charter Amendment
5238,94,NON,400,FOR Charter Amendment
5239,95,NON,304,FOR Charter Amendment
5240,96,NON,488,FOR Charter Amendment
5241,97,NON,288,FOR Charter Amendment
5242,98,NON,489,FOR Charter Amendment
5243,99,NON,379,FOR Charter Amendment
5244,100,NON,365,FOR Charter Amendment
5245,101,NON,516,FOR Charter Amendment
5246,102,NON,567,FOR Charter Amendment
5247,103,NON,738,FOR Charter Amendment
5248,104,NON,556,FOR Charter Amendment
5249,105,NON,591,FOR Charter Amendment
5250,106,NON,777,FOR Charter Amendment
5251,107,NON,327,FOR Charter Amendment
5252,108,NON,459,FOR Charter Amendment
5253,109,NON,408,FOR Charter Amendment
5254,110,NON,1294,FOR Charter Amendment
5255,111,NON,547,FOR Charter Amendment
5256,112,NON,551,FOR Charter Amendment
5257,113,NON,765,FOR Charter Amendment
5258,114,NON,552,FOR Charter Amendment
5259,115,NON,492,FOR Charter Amendment
5260,116,NON,651,FOR Charter Amendment
5261,117,NON,298,FOR Charter Amendment
5262,118,NON,502,FOR Charter Amendment
5263,119,NON,484,FOR Charter Amendment
5264,120,NON,381,FOR Charter Amendment
5265,121,NON,690,FOR Charter Amendment
5266,122,NON,420,FOR Charter Amendment
5267,123,NON,510,FOR Charter Amendment
5268,124,NON,634,FOR Charter Amendment
5269,125,NON,831,FOR Charter Amendment
5270,126,NON,654,FOR Charter Amendment
5271,127,NON,1059,FOR Charter Amendment
5272,128,NON,544,FOR Charter Amendment
5273,129,NON,548,FOR Charter Amendment
5274,130,NON,281,FOR Charter Amendment
5275,131,NON,492,FOR Charter Amendment
5276,132,NON,483,FOR Charter Amendment
5277,133,NON,412,FOR Charter Amendment
5278,134,NON,457,FOR Charter Amendment
5279,135,NON,807,FOR Charter Amendment
5280,136,NON,205,FOR Charter Amendment
5281,137,NON,268,FOR Charter Amendment
5282,138,NON,608,FOR Charter Amendment
5283,139,NON,717,FOR Charter Amendment
5284,140,NON,436,FOR Charter Amendment
5285,141,NON,517,FOR Charter Amendment
5286,142,NON,416,FOR Charter Amendment
5287,143,NON,562,FOR Charter Amendment
5288,1,NON,122,AGAINST Charter Amendment
5289,2,NON,23,AGAINST Charter Amendment
5290,3,NON,240,AGAINST Charter Amendment
5291,4,NON,256,AGAINST Charter Amendment
5292,5,NON,392,AGAINST Charter Amendment
5293,6,NON,316,AGAINST Charter Amendment
5294,7,NON,217,AGAINST Charter Amendment
5295,8,NON,565,AGAINST Charter Amendment
5296,9,NON,311,AGAINST Charter Amendment
5297,10,NON,398,AGAINST Charter Amendment
5298,11,NON,389,AGAINST Charter Amendment
5299,12,NON,136,AGAINST Charter Amendment
5300,13,NON,248,AGAINST Charter Amendment
5301,14,NON,313,AGAINST Charter Amendment
5302,15,NON,394,AGAINST Charter Amendment
5303,16,NON,374,AGAINST Charter Amendment
5304,17,NON,369,AGAINST Charter Amendment
5305,18,NON,267,AGAINST Charter Amendment
5306,19,NON,238,AGAINST Charter Amendment
5307,20,NON,46,AGAINST Charter Amendment
5308,21,NON,126,AGAINST Charter Amendment
5309,22,NON,353,AGAINST Charter Amendment
5310,23,NON,183,AGAINST Charter Amendment
5311,24,NON,278,AGAINST Charter Amendment
5312,25,NON,586,AGAINST Charter Amendment
5313,26,NON,486,AGAINST Charter Amendment
5314,27,NON,490,AGAINST Charter Amendment
5315,28,NON,451,AGAINST Charter Amendment
5316,29,NON,232,AGAINST Charter Amendment
5317,30,NON,325,AGAINST Charter Amendment
5318,31,NON,495,AGAINST Charter Amendment
5319,32,NON,549,AGAINST Charter Amendment
5320,33,NON,575,AGAINST Charter Amendment
5321,34,NON,482,AGAINST Charter Amendment
5322,35,NON,358,AGAINST Charter Amendment
5323,36,NON,231,AGAINST Charter Amendment
5324,37,NON,149,AGAINST Charter Amendment
5325,38,NON,142,AGAINST Charter Amendment
5326,39,NON,367,AGAINST Charter Amendment
5327,40,NON,393,AGAINST Charter Amendment
5328,41,NON,155,AGAINST Charter Amendment
5329,42,NON,100,AGAINST Charter Amendment
5330,43,NON,80,AGAINST Charter Amendment
5331,44,NON,121,AGAINST Charter Amendment
5332,45,NON,131,AGAINST Charter Amendment
5333,46,NON,136,AGAINST Charter Amendment
5334,47,NON,189,AGAINST Charter Amendment
5335,48,NON,246,AGAINST Charter Amendment
5336,49,NON,45,AGAINST Charter Amendment
5337,50,NON,434,AGAINST Charter Amendment
5338,51,NON,735,AGAINST Charter Amendment
5339,52,NON,287,AGAINST Charter Amendment
5340,53,NON,100,AGAINST Charter Amendment
5341,54,NON,155,AGAINST Charter Amendment
5342,55,NON,102,AGAINST Charter Amendment
5343,56,NON,140,AGAINST Charter Amendment
5344,57,NON,120,AGAINST Charter Amendment
5345,58,NON,118,AGAINST Charter Amendment
5346,59,NON,152,AGAINST Charter Amendment
5347,60,NON,115,AGAINST Charter Amendment
5348,61,NON,103,AGAINST Charter Amendment
5349,62,NON,398,AGAINST Charter Amendment
5350,63,NON,302,AGAINST Charter Amendment
5351,64,NON,148,AGAINST Charter Amendment
5352,65,NON,137,AGAINST Charter Amendment
5353,66,NON,270,AGAINST Charter Amendment
5354,67,NON,191,AGAINST Charter Amendment
5355,68,NON,149,AGAINST Charter Amendment
5356,69,NON,142,AGAINST Charter Amendment
5357,70,NON,107,AGAINST Charter Amendment
5358,71,NON,137,AGAINST Charter Amendment
5359,72,NON,152,AGAINST Charter Amendment
5360,73,NON,191,AGAINST Charter Amendment
5361,74,NON,157,AGAINST Charter Amendment
5362,75,NON,136,AGAINST Charter Amendment
5363,76,NON,28,AGAINST Charter Amendment
5364,77,NON,110,AGAINST Charter Amendment
5365,78,NON,76,AGAINST Charter Amendment
5366,79,NON,48,AGAINST Charter Amendment
5367,80,NON,64,AGAINST Charter Amendment
5368,81,NON,317,AGAINST Charter Amendment
5369,82,NON,204,AGAINST Charter Amendment
5370,83,NON,260,AGAINST Charter Amendment
5371,84,NON,361,AGAINST Charter Amendment
5372,85,NON,471,AGAINST Charter Amendment
5373,86,NON,230,AGAINST Charter Amendment
5374,87,NON,247,AGAINST Charter Amendment
5375,88,NON,383,AGAINST Charter Amendment
